-87.0	209.0	91.0
-84.0	217.0	95.0
-79.0	218.0	95.0
-56.0	219.0	96.0
-87.0	210.0	73.0
-86.0	221.0	77.0
-86.0	235.0	82.0
-84.0	249.0	87.0
-78.0	249.0	86.0
-71.0	248.0	86.0
-64.0	248.0	86.0
-58.0	248.0	86.0
-52.0	249.0	86.0
-46.0	247.0	86.0
-39.0	243.0	84.0
-29.0	215.0	75.0
-28.0	245.0	85.0
-88.0	201.0	52.0
-87.0	212.0	55.0
-86.0	223.0	58.0
-85.0	237.0	62.0
-83.0	248.0	64.0
-76.0	248.0	64.0
-70.0	247.0	64.0
-64.0	249.0	65.0
-58.0	249.0	65.0
-51.0	247.0	64.0
-45.0	246.0	64.0
-39.0	245.0	64.0
-33.0	245.0	64.0
-27.0	245.0	64.0
-88.0	201.0	35.0
-87.0	211.0	37.0
-85.0	222.0	39.0
-85.0	236.0	41.0
-82.0	247.0	43.0
-77.0	249.0	43.0
-69.0	246.0	43.0
-63.0	246.0	43.0
-57.0	246.0	43.0
-51.0	245.0	43.0
-45.0	244.0	42.0
-39.0	244.0	42.0
-33.0	244.0	42.0
-27.0	243.0	42.0
-22.0	243.0	42.0
-49.0	192.0	17.0
-54.0	233.0	20.0
-51.0	244.0	21.0
-45.0	243.0	21.0
-39.0	242.0	21.0
-33.0	243.0	21.0
-27.0	240.0	21.0
-21.0	240.0	21.0
-44.0	214.0	0.0
-39.0	217.0	0.0
-33.0	213.0	0.0
-27.0	205.0	0.0
-23.0	210.0	0.0
