0.0,0.0,0.0
-90.007,107.645,-90.325
-83.683,105.252,-88.317
-78.298,103.692,-87.008
-74.167,103.694,-87.01
-70.248,103.581,-86.915
-66.152,103.47,-86.822
-62.528,103.456,-86.81
-58.67,103.209,-86.603
-54.924,102.924,-86.363
-51.181,102.554,-86.053
-47.765,102.44,-85.957
-44.616,102.987,-86.416
-41.239,102.728,-86.199
-38.236,103.209,-86.602
-34.746,102.803,-86.262
-31.524,102.683,-86.161
-28.442,102.779,-86.242
-25.103,102.509,-86.015
-22.024,102.71,-86.184
-18.917,102.299,-85.839
-15.841,102.528,-86.031
-12.849,102.812,-86.269
-9.799,102.913,-86.354
-6.686,102.541,-86.042
-3.754,102.361,-85.891
-0.805,102.782,-86.244
2.331,102.29,-85.831
5.213,102.342,-85.875
8.234,102.667,-86.148
11.266,102.844,-86.296
14.393,102.48,-85.991
17.397,102.303,-85.842
20.249,102.265,-85.811
26.34,101.585,-85.24
29.288,101.463,-85.138
32.97,102.85,-86.301
35.922,102.585,-86.079
39.34,102.765,-86.23
42.421,102.968,-86.4
45.824,102.675,-86.155
49.002,102.525,-86.028
52.548,102.683,-86.161
56.056,102.876,-86.323
59.84,103.338,-86.711
63.009,102.777,-86.24
67.027,103.054,-86.472
70.853,103.231,-86.621
75.061,103.666,-86.986
78.765,103.462,-86.815
82.966,103.523,-86.866
95.34,103.044,-86.464
99.6,102.758,-86.225
103.091,101.422,-85.103
104.456,98.264,-82.454
106.734,95.838,-80.417
-94.343,112.055,-87.547
-92.235,115.264,-90.054
-86.896,114.244,-89.257
-81.977,113.383,-88.585
-77.642,113.274,-88.499
-73.835,113.96,-89.035
-63.737,104.273,-81.467
-60.498,104.989,-82.026
-57.578,106.325,-83.07
-54.305,106.922,-83.537
-50.769,107.092,-83.669
-48.193,108.747,-84.963
-44.931,108.969,-85.136
-41.958,110.402,-86.255
-38.849,111.331,-86.981
-36.179,113.291,-88.512
-32.594,112.793,-88.123
