0.0,0.0,0.0
-95.353,112.547,-94.438
-87.791,109.209,-91.637
-82.56,108.108,-90.713
-78.004,107.869,-90.513
-73.343,107.356,-90.082
-69.998,108.509,-91.05
-65.65,107.772,-90.431
-61.565,107.82,-90.472
-57.803,107.815,-90.467
-54.495,108.575,-91.105
-50.259,107.695,-90.367
-46.607,107.485,-90.191
-42.812,107.166,-89.923
-39.45,107.603,-90.289
-35.887,107.265,-90.006
-32.448,107.532,-90.23
-29.261,107.618,-90.302
-25.687,106.984,-89.77
-22.298,106.905,-89.704
-19.039,106.946,-89.738
-15.753,106.951,-89.742
-12.67,107.883,-90.525
-9.277,107.087,-89.857
-6.01,107.473,-90.181
-2.825,107.205,-89.956
0.382,107.188,-89.942
3.578,106.886,-89.688
6.818,106.908,-89.707
9.974,107.166,-89.923
13.231,107.728,-90.395
16.479,106.906,-89.705
19.804,107.096,-89.864
22.997,106.702,-89.533
26.262,107.077,-89.848
29.741,107.619,-90.303
32.991,107.199,-89.951
36.517,107.081,-89.851
39.962,107.312,-90.046
43.405,107.187,-89.94
89.875,106.526,-89.386
90.109,101.559,-85.218
94.428,101.12,-84.849
96.881,99.104,-83.158
96.865,94.284,-79.114
97.353,90.318,-75.786
96.495,85.457,-71.707
-103.839,123.599,-89.8
-100.876,125.894,-91.468
-94.063,123.802,-89.947
-89.44,123.92,-90.033
-73.642,108.106,-78.544
-70.382,109.381,-79.47
-67.18,110.286,-80.127
-63.808,111.098,-80.717
-60.964,112.757,-81.923
-57.243,112.847,-81.988
-53.601,113.059,-82.142
-50.674,114.282,-83.031
-47.049,114.589,-83.254
-44.12,116.069,-84.329
-43.308,123.329,-89.604
-39.489,122.702,-89.149
-35.764,122.43,-88.95
-32.128,122.447,-88.963
-28.565,122.632,-89.098
-24.84,122.342,-88.887
-21.371,122.055,-88.678
-17.833,122.468,-88.978
-14.476,122.676,-89.129
-10.968,122.569,-89.052
-7.659,122.713,-89.156
-4.14,121.569,-88.325
-0.657,121.837,-88.52
2.736,122.951,-89.329
6.167,121.898,-88.564
9.636,122.521,-89.016
13.024,122.356,-88.897
16.523,122.059,-88.681
19.999,122.126,-88.73
23.375,121.979,-88.623
26.91,121.912,-88.574
30.415,122.135,-88.736
34.032,122.296,-88.853
37.83,122.606,-89.079
41.179,122.066,-88.686
44.822,121.687,-88.411
61.244,102.794,-74.684
64.33,102.143,-74.211
72.62,103.447,-75.158
90.217,105.455,-76.618
92.439,102.991,-74.827
97.163,103.198,-74.978
96.862,98.13,-71.296
96.936,93.824,-68.167
96.759,89.261,-64.852
-106.12,127.266,-79.525
-99.6,125.595,-78.48
-101.922,134.701,-84.17
-99.903,138.849,-86.762
-99.143,145.078,-90.655
-93.786,144.6,-90.356
-78.227,127.95,-79.952
-74.643,129.339,-80.82
-69.421,127.338,-79.569
-67.044,130.566,-81.587
-63.788,132.536,-82.818
-59.362,131.467,-82.15
-56.182,133.504,-83.423
-52.731,135.116,-84.43
-47.293,131.311,-82.052
-48.3,144.782,-90.47
-43.879,143.887,-89.91
-39.806,143.538,-89.693
-36.172,144.9,-90.544
-31.805,143.996,-89.979
-27.987,144.737,-90.442
-23.826,143.773,-89.839
-20.142,143.985,-89.972
-16.153,143.495,-89.665
-12.218,143.668,-89.774
-8.494,143.436,-89.629
-4.628,143.881,-89.907
-0.877,143.573,-89.714
3.091,143.445,-89.634
6.885,143.626,-89.747
10.668,143.417,-89.617
14.394,143.587,-89.723
18.225,143.295,-89.54
22.028,143.102,-89.42
26.081,143.963,-89.958
30.192,144.289,-90.161
33.972,143.813,-89.864
38.138,144.581,-90.344
41.992,143.832,-89.876
43.022,112.603,-70.362
46.396,112.669,-70.403
50.297,114.179,-71.347
49.774,105.051,-65.643
52.259,103.465,-64.652
76.768,115.363,-72.087
79.985,114.298,-71.421
80.255,108.721,-67.937
84.442,108.835,-68.008
96.572,119.162,-74.461
90.911,106.725,-66.689
92.906,103.73,-64.818
97.168,103.769,-64.842
97.179,99.09,-61.918
96.463,93.899,-58.675
97.065,90.177,-56.349
-106.599,126.691,-67.363
-104.18,129.93,-69.085
-102.582,134.046,-71.274
-101.243,138.976,-73.895
-101.203,146.086,-77.675
-99.207,150.862,-80.215
-89.421,143.45,-76.274
-83.454,141.738,-75.363
-83.712,149.985,-79.748
-80.589,153.359,-81.542
-78.027,157.622,-83.809
-74.316,160.016,-85.082
-70.048,160.99,-85.6
-64.777,159.985,-85.066
-60.032,159.282,-84.692
-56.45,162.079,-86.179
-50.893,159.498,-84.807
-45.581,156.145,-83.024
-46.392,174.812,-92.949
-41.884,175.63,-93.384
-34.124,162.316,-86.305
-28.823,157.618,-83.807
-24.265,154.583,-82.193
-19.947,153.464,-81.598
-15.479,150.541,-80.044
-11.607,149.485,-79.483
-7.683,148.843,-79.141
-3.76,148.431,-78.922
-0.046,147.761,-78.566
3.899,148.472,-78.944
7.664,148.49,-78.954
11.468,147.702,-78.534
15.491,149.299,-79.384
19.556,150.816,-80.19
23.649,152.809,-81.25
27.947,153.897,-81.828
32.529,156.875,-83.412
37.427,159.968,-85.056
44.923,172.666,-91.808
43.605,137.231,-72.967
47.92,138.392,-73.584
50.921,135.602,-72.101
52.336,112.339,-59.732
57.153,115.112,-61.206
63.091,120.06,-63.837
65.599,117.533,-62.493
68.724,116.332,-61.855
73.05,117.567,-62.511
78.821,114.056,-60.645
80.489,110.686,-58.853
87.366,114.566,-60.916
91.317,113.954,-60.591
95.863,114.126,-60.682
92.234,104.529,-55.579
96.802,104.786,-55.716
96.872,99.815,-53.072
96.768,95.257,-50.649
97.132,91.367,-48.581
98.145,88.183,-46.887
-107.439,127.552,-56.79
-104.927,130.506,-58.105
-102.618,133.65,-59.505
-101.308,138.428,-61.632
-101.466,145.588,-64.82
-101.407,152.853,-68.055
-101.344,160.66,-71.531
-102.214,170.534,-75.927
-101.902,179.665,-79.992
-100.528,187.255,-83.371
-98.298,194.094,-86.416
-88.793,186.277,-82.936
-76.279,170.997,-76.133
-69.216,166.077,-73.942
-63.847,164.426,-73.207
-60.519,167.662,-74.648
-56.984,170.437,-75.884
-54.148,176.502,-78.584
-50.535,180.13,-80.199
-52.689,205.419,-91.459
-47.679,206.858,-92.099
-33.483,166.052,-73.931
-28.363,161.598,-71.948
-23.687,158.353,-70.503
-19.331,155.376,-69.178
-15.271,153.666,-68.416
-11.382,152.894,-68.073
-7.697,151.554,-67.476
-3.754,151.496,-67.45
-0.18,151.077,-67.264
3.786,150.969,-67.216
7.524,150.83,-67.154
11.089,151.401,-67.408
15.033,152.195,-67.762
18.943,153.003,-68.121
22.964,155.101,-69.055
27.126,156.459,-69.66
31.667,159.483,-71.007
36.132,161.79,-72.034
41.121,165.598,-73.729
46.32,168.737,-75.127
51.786,171.863,-76.518
56.02,171.395,-76.31
61.167,172.298,-76.712
65.434,171.324,-76.278
70.233,171.463,-76.34
74.899,170.693,-75.998
80.154,171.723,-76.456
84.78,170.937,-76.106
76.226,128.254,-57.102
95.012,152.734,-68.002
95.893,146.156,-65.073
96.196,139.364,-62.049
96.136,132.218,-58.867
96.632,126.661,-56.393
95.328,118.839,-52.91
88.232,104.513,-46.532
92.778,105.135,-46.809
96.743,104.513,-46.532
96.62,99.658,-44.37
96.911,95.565,-42.548
96.974,91.388,-40.689
-91.206,109.945,-40.017
-84.178,106.352,-38.709
-78.422,104.152,-37.908
-74.019,103.241,-37.577
-70.437,103.15,-37.543
-67.002,103.312,-37.602
-63.61,103.401,-37.635
-60.352,103.507,-37.673
-57.217,103.561,-37.693
-53.999,103.535,-37.683
-50.793,103.459,-37.656
