0,0,0
-215,80,46
-208,83,48
-230,97,56
-262,130,75
-261,136,79
-260,143,82
-262,151,87
-259,157,91
-262,167,96
-261,174,100
-260,182,105
-260,190,110
-259,199,115
-260,209,121
-250,210,122
-240,211,122
-227,209,121
-217,210,121
-206,209,121
-198,210,121
-187,209,120
-181,211,122
-171,210,121
-163,210,121
-155,210,121
-147,210,121
-141,212,122
-133,212,122
-126,211,122
-118,210,122
-112,211,122
-105,210,122
-99,212,122
-92,211,122
-86,212,122
-80,212,122
-74,213,123
-12,54,31
-11,55,32
-10,55,32
-8,55,32
10,58,34
11,55,32
13,55,32
28,87,50
28,78,45
29,74,43
28,67,39
28,61,35
28,56,33
27,52,30
26,42,24
26,39,23
26,37,21
26,34,20
26,32,19
25,30,18
25,29,17
25,27,16
25,25,15
25,24,14
25,23,13
25,22,12
24,20,12
24,19,11
24,18,11
24,17,10
24,16,9
24,15,9
24,14,8
24,14,8
-216,80,46
-209,83,48
-219,92,53
-262,129,74
-261,136,78
-262,143,83
-262,151,87
-260,157,91
-262,166,96
-259,173,100
-260,182,105
-258,189,109
-257,197,113
-261,209,121
-250,210,122
-240,211,122
-230,212,122
-218,210,121
-206,209,121
-198,210,121
-188,209,121
-180,210,121
-171,210,121
-163,210,121
-155,210,121
-147,211,122
-141,212,122
-133,211,122
-126,212,122
-119,212,122
-112,211,122
-105,212,122
-99,212,122
-92,211,122
-86,212,122
-79,212,122
-73,212,122
-12,54,31
-11,55,32
-9,55,32
10,58,33
11,55,32
13,55,32
16,56,32
28,77,45
29,73,42
28,66,38
28,61,35
27,56,32
27,51,30
24,43,25
27,42,24
26,39,22
26,36,21
26,34,20
26,32,18
25,30,17
25,28,16
25,27,15
25,25,15
25,24,14
25,22,13
25,21,12
25,20,12
24,19,11
24,18,10
24,17,10
24,16,9
24,15,9
24,14,8
-215,86,40
-206,88,41
-226,102,47
-263,139,65
-261,145,68
-262,154,72
-261,161,75
-260,168,79
-261,177,83
-262,186,87
-261,195,91
-258,202,94
-255,209,97
-259,222,104
-248,223,104
-237,223,104
-228,225,105
-216,223,104
-204,221,103
-196,223,104
-187,223,104
-178,223,104
-170,224,104
-161,223,104
-154,224,104
-146,223,104
-139,224,105
-132,225,105
-124,224,105
-118,225,105
-110,224,104
-103,224,104
-97,224,104
-90,223,104
-84,224,105
-78,225,105
-10,59,27
-9,59,27
11,59,28
12,59,27
14,59,28
28,86,40
29,81,38
28,74,34
28,67,31
28,61,29
27,57,26
25,44,21
26,42,20
26,39,18
26,37,17
26,35,16
26,33,15
25,31,14
25,29,14
25,27,13
25,26,12
25,24,11
25,23,11
25,22,10
24,21,10
24,19,9
24,18,9
24,17,8
24,16,8
24,15,7
24,15,7
-214,84,39
-206,86,40
-207,92,43
-263,137,64
-261,143,67
-263,152,71
-261,159,74
-261,167,78
-262,175,82
-258,182,85
-259,191,89
-259,200,93
-258,208,97
-262,222,104
-251,223,104
-241,224,104
-230,224,104
-218,223,104
-210,224,104
-198,222,104
-189,222,104
-180,223,104
-173,224,105
-163,223,104
-156,224,104
-147,222,104
-141,224,104
-134,225,105
-126,224,105
-119,225,105
-111,223,104
-105,224,105
-99,225,105
-92,224,105
-85,224,105
-79,224,105
-73,225,105
-11,55,26
-11,59,28
-9,59,27
11,61,28
12,59,27
13,59,27
28,88,41
28,80,37
28,75,35
28,68,32
28,62,29
27,57,27
27,53,25
25,45,21
27,43,20
26,40,19
26,37,17
26,35,16
26,33,15
25,31,14
25,29,14
25,28,13
25,26,12
25,24,11
25,23,11
24,22,10
24,21,10
24,20,9
24,19,9
24,18,8
24,17,8
24,16,7
24,15,7
-212,78,29
-210,83,30
-205,86,31
-204,91,33
-205,97,35
-204,102,37
-203,108,39
-262,145,53
-260,152,55
-262,161,59
-260,168,61
-259,176,64
-260,185,67
-258,192,70
-260,203,74
-257,211,77
-257,221,80
-259,233,85
-252,237,86
-241,237,86
-206,234,85
-194,231,84
-183,229,83
-172,226,82
-164,227,83
-159,230,84
-156,238,87
-155,248,90
-156,264,96
-154,275,100
-145,275,100
-137,276,100
-128,273,99
-120,274,100
-113,275,100
-105,275,100
-97,273,99
-90,272,99
-82,274,100
-76,275,100
-69,276,100
-62,276,100
30,114,41
29,98,36
28,87,32
28,79,29
29,75,27
28,69,25
28,63,23
25,52,19
25,48,18
27,44,16
26,41,15
26,38,14
26,36,13
26,34,12
26,32,11
25,30,11
25,28,10
25,27,10
25,25,9
25,24,9
25,22,8
25,21,8
24,20,7
25,19,7
24,18,7
24,17,6
24,16,6
24,15,5
24,14,5
24,14,5
-217,77,28
-210,80,29
-206,84,31
-204,89,32
-205,95,34
-204,100,36
-204,105,38
-258,140,51
-260,149,54
-261,157,57
-261,165,60
-259,171,62
-262,182,66
-259,189,69
-259,198,72
-258,207,75
-256,215,78
-255,225,82
-259,238,87
-248,239,87
-234,236,86
-210,234,85
-199,232,84
-189,230,84
-176,226,82
-168,226,82
-161,227,83
-157,234,85
-155,242,88
-154,255,93
-156,272,99
-149,275,100
-142,277,101
-132,274,100
-124,273,99
-116,274,100
-109,275,100
-101,274,100
-93,273,100
-86,274,100
-79,274,100
-72,274,100
-65,275,100
30,120,44
29,105,38
28,92,34
28,83,30
29,78,28
