0	0	0
-80	17	22
-77	17	23
-76	20	26
-75	21	28
-75	22	30
-77	25	34
-77	27	36
-77	31	42
-74	32	42
-72	34	45
-68	34	45
-65	34	46
-62	34	46
-59	34	45
-56	34	45
-53	34	45
-51	34	45
-49	34	45
-46	34	45
-44	34	45
-42	34	45
-40	34	45
-38	34	45
-36	34	45
-34	34	45
-32	33	45
-31	34	45
-29	33	45
-27	33	45
-26	33	45
-23	34	46
-22	33	45
-20	34	45
-19	33	45
-17	33	45
-16	33	45
-15	33	45
-13	33	45
-12	33	45
-11	33	45
-10	33	45
-8	33	45
-7	33	45
-6	33	45
-5	33	45
-3	33	45
-2	33	45
-1	33	45
0	33	45
1	33	45
2	33	45
4	33	45
5	33	45
6	33	45
7	33	45
8	33	45
10	33	45
11	33	45
12	33	45
13	34	45
15	33	45
16	33	45
17	33	45
19	34	45
20	33	45
21	33	45
23	34	45
27	34	46
29	34	45
30	34	45
32	34	45
33	33	45
35	34	45
37	34	45
39	34	45
40	34	46
42	34	45
44	33	45
46	34	45
49	34	45
51	34	45
53	34	45
56	34	46
58	34	46
61	34	46
64	34	46
66	34	45
70	34	46
73	34	46
89	38	51
-80	17	22
-77	17	23
-76	20	27
-75	21	28
-76	22	30
-78	26	35
-77	27	36
-78	30	41
-77	31	42
-71	34	46
-68	34	45
-64	34	46
-62	34	46
-59	34	46
-56	34	45
-53	34	45
-51	34	45
-48	34	45
-46	34	45
-44	34	45
-42	34	45
-40	34	45
-38	34	45
-36	34	45
-34	33	45
-32	34	45
-31	34	45
-29	34	45
-27	33	45
-26	34	45
-23	34	46
-21	33	45
-20	33	45
-18	34	45
-17	33	45
-16	34	45
-14	33	45
-13	33	45
-12	33	45
-11	33	45
-9	33	45
-8	33	45
-7	33	45
-6	33	45
-5	33	45
-3	33	45
-2	33	45
-1	33	45
0	33	45
2	33	45
3	33	45
4	33	45
5	33	45
6	33	45
7	33	45
9	33	45
10	33	45
11	33	45
12	33	45
14	33	45
15	33	45
16	33	45
17	33	45
19	34	45
20	34	45
21	33	45
23	33	45
27	33	45
29	34	45
30	34	45
32	34	45
33	33	45
35	34	45
37	34	45
39	34	46
41	34	45
42	34	45
45	34	45
47	34	45
49	34	45
51	34	46
53	34	46
56	34	46
59	34	46
61	34	46
64	34	46
67	34	46
71	34	46
88	37	50
-80	18	21
-78	19	22
-76	20	23
-75	22	26
-75	24	28
-76	27	31
-77	29	34
-77	34	39
-77	35	41
-72	37	43
-69	37	43
-66	37	43
-63	37	43
-60	37	43
-57	37	43
-54	37	43
-52	37	43
-49	37	43
-47	37	43
-45	37	43
-43	37	43
-41	37	43
-39	37	43
-37	37	43
-35	37	43
-33	37	43
-31	37	43
-30	37	43
-28	37	43
-26	37	43
-22	37	42
-20	37	43
-19	37	43
-18	37	43
-16	37	43
-15	37	43
-14	37	43
-12	37	43
-11	37	43
-10	37	43
-9	37	43
-7	37	43
-6	37	43
-5	37	43
-4	37	42
-3	37	43
-1	37	42
0	37	42
1	37	43
2	37	43
3	37	43
5	37	42
6	37	43
7	37	43
8	37	43
9	37	42
11	37	43
12	37	43
13	37	43
15	37	42
16	37	42
17	37	43
18	37	43
20	37	43
21	37	43
23	37	43
24	37	43
27	37	43
29	37	43
30	37	43
32	37	43
33	37	43
35	37	43
37	37	43
39	37	43
40	37	43
42	37	43
44	37	43
46	37	43
48	37	43
51	37	43
53	37	43
55	37	43
59	38	44
61	37	43
64	37	43
67	38	43
70	38	44
73	37	43
89	41	48
-80	18	21
-77	19	22
-76	21	25
-75	23	26
-76	24	28
-77	28	32
-77	29	34
-77	34	40
-72	37	43
-68	37	43
-65	37	43
-62	37	43
-59	37	43
-56	37	43
-53	37	43
-51	37	43
-48	37	43
-46	37	43
-44	37	43
-42	37	43
-40	37	43
-38	37	43
-36	37	43
-34	37	43
-33	37	43
-31	37	43
-29	37	43
-28	37	43
-26	37	43
-23	37	43
-21	37	43
-20	37	43
-19	37	43
-17	37	43
-16	37	43
-14	37	43
-13	37	43
-12	37	43
-11	37	43
-10	37	43
-8	37	43
-7	37	43
-6	37	42
-4	37	42
-3	37	42
-2	37	43
-1	37	42
0	37	42
2	37	43
3	37	42
4	37	42
5	37	42
6	37	43
7	37	43
9	37	43
10	37	43
11	37	43
12	37	43
14	37	43
15	37	43
16	37	43
18	37	43
19	37	43
20	37	43
22	37	43
23	37	43
27	37	43
29	37	43
31	37	43
32	37	43
34	37	42
36	37	43
37	37	43
39	37	43
41	37	43
43	37	43
45	37	43
47	37	43
49	37	43
52	37	43
54	37	43
57	37	43
59	37	43
62	37	43
65	37	43
68	38	44
71	38	44
92	42	49
-80	19	19
-78	20	20
-76	21	21
-75	24	24
-76	26	26
-77	31	31
-78	33	33
-77	36	36
-76	38	38
-71	41	41
-67	41	41
-64	41	41
-61	41	41
-58	40	40
-55	40	40
-53	41	41
-50	41	41
-48	41	41
-45	40	40
-43	40	40
-41	40	40
-39	40	40
-37	40	40
-35	40	40
-34	40	40
-32	40	40
-30	40	40
-28	40	40
-27	40	40
-22	40	40
-21	40	40
-19	40	40
-18	40	40
-17	40	40
-15	40	40
-14	40	40
-13	40	40
-11	40	40
-10	40	40
-9	40	40
-8	40	40
-7	40	40
-5	40	40
-4	40	40
-3	40	40
-2	40	40
-1	40	40
1	40	40
2	40	40
3	40	40
4	40	40
5	40	40
7	40	40
8	40	40
9	40	40
10	40	40
12	40	40
13	40	40
14	40	40
15	40	40
17	40	40
18	40	40
19	40	40
21	40	40
22	40	40
24	40	40
27	41	41
28	40	40
30	40	40
31	40	40
33	40	40
34	40	40
36	40	40
38	41	41
40	40	40
42	40	40
44	40	40
46	41	41
48	41	41
50	40	40
52	40	40
55	40	40
57	41	41
60	40	40
63	41	41
65	41	41
69	41	41
72	41	41
-79	20	20
-77	21	21
-76	24	24
-75	25	25
-75	27	27
-77	30	30
-77	32	32
-78	36	36
-77	38	38
-72	41	41
-68	40	40
-65	41	41
-62	41	41
-59	40	40
-56	40	40
-53	40	40
-51	41	41
-48	40	40
-46	40	40
-44	40	40
-42	40	40
-40	40	40
-38	40	40
-36	40	40
-34	40	40
-32	40	40
-30	40	40
-29	40	40
-28	40	40
-26	40	40
-23	41	41
-21	40	40
-20	40	40
-18	40	40
-17	40	40
-16	40	40
-14	40	40
-13	40	40
-12	40	40
-11	40	40
-9	40	40
-8	40	40
-7	40	40
-5	40	40
-4	40	40
-3	40	40
-2	40	40
-1	40	40
0	40	40
2	40	40
3	40	40
4	40	40
5	40	40
7	40	40
8	40	40
9	40	40
10	40	40
11	40	40
13	40	40
14	40	40
15	40	40
17	40	40
18	40	40
19	40	40
21	40	40
22	40	40
23	40	40
28	40	40
29	40	40
31	40	40
33	40	40
34	40	40
36	40	40
38	41	41
40	40	40
42	40	40
44	41	41
46	41	41
48	41	41
50	40	40
52	41	41
54	41	41
57	41	41
60	41	41
63	41	41
66	41	41
69	41	41
72	41	41
-80	20	18
-77	21	18
-75	25	22
-75	27	23
-77	31	27
-76	32	28
-77	38	33
-77	40	35
-72	44	38
-69	44	38
-66	44	38
-63	44	38
-60	44	38
-57	44	38
-54	44	38
-52	44	38
-50	44	38
-47	44	38
-45	44	38
-43	44	38
-41	44	38
-39	44	38
-37	44	38
-35	44	38
-34	44	38
-32	44	38
-30	44	38
-29	44	38
-27	44	38
-23	44	38
-21	44	38
-20	43	38
-18	44	38
-17	44	38
-16	44	38
-14	44	38
-13	44	38
-12	44	38
-10	43	38
-9	44	38
-8	44	38
-6	44	38
-5	44	38
-4	44	38
-3	44	38
-2	44	38
-1	44	38
1	44	38
2	44	38
3	43	38
4	43	37
5	44	38
7	44	38
8	43	38
9	44	38
10	44	38
12	44	38
13	43	38
14	44	38
15	44	38
17	44	38
18	44	38
19	44	38
20	44	38
22	44	38
23	44	38
28	44	38
29	44	38
31	44	38
32	44	38
34	44	38
36	44	38
38	44	38
39	44	38
41	44	38
43	44	38
