0	0	0
-197	38	14
-188	40	15
-183	43	16
-180	46	17
-179	50	18
-177	53	19
-172	55	20
-171	59	21
-169	62	23
-170	66	24
-174	72	26
-173	75	27
-172	79	29
-173	84	30
-171	87	32
-170	91	33
-167	94	34
-170	100	37
-169	104	38
-166	108	39
-167	113	41
-164	116	42
-163	120	44
-162	125	45
-161	129	47
-160	134	49
-210	182	66
-207	188	68
-206	195	71
-204	201	73
-203	209	76
-201	215	78
-199	223	81
-197	230	84
-196	239	87
-194	247	90
-181	263	96
-221	336	122
-217	345	126
-206	346	126
-196	345	126
-186	345	126
-177	347	126
-167	346	126
-109	241	88
-102	240	87
-96	240	87
-94	249	91
-91	258	94
-89	271	99
-85	282	103
-83	298	108
-74	292	106
-66	285	104
-59	283	103
-46	283	103
-38	278	101
-26	281	102
-21	302	110
-9	335	122
-1	281	102
6	283	103
12	276	100
18	284	103
22	250	91
27	244	89
33	246	90
39	248	90
44	249	91
51	252	92
56	251	91
62	250	91
76	127	46
66	86	31
65	81	29
64	76	28
62	71	26
61	67	24
62	65	24
61	61	22
60	57	21
59	54	20
58	51	19
58	48	18
57	46	17
52	33	12
55	33	12
53	31	11
53	29	10
52	27	10
52	26	9
52	24	9
51	23	8
51	21	8
51	20	7
-194	40	14
-189	43	16
-185	46	17
-183	49	18
-181	53	19
-178	56	20
-177	59	22
-175	62	23
-172	66	24
-169	68	25
-166	71	26
-167	76	27
-163	78	28
-167	84	31
-167	88	32
-165	92	33
-165	96	35
-165	101	37
-162	103	38
-159	106	39
-163	114	41
-160	117	43
-158	120	44
-157	125	46
-154	128	46
-153	133	48
-152	137	50
-150	142	52
-196	192	70
-193	197	72
-192	204	74
-191	212	77
-188	219	80
-185	224	82
-181	230	84
-180	239	87
-177	245	89
-175	255	93
-163	249	91
-186	345	125
-178	347	126
-170	350	127
-160	350	128
-151	350	128
-141	350	127
-93	249	91
-86	244	89
-80	247	90
-75	251	91
-72	259	94
-68	269	98
-64	280	102
-60	292	106
-55	303	110
-47	291	106
-39	289	105
-33	289	105
-26	290	105
-19	285	104
-13	282	102
0	294	107
7	309	113
20	292	106
25	282	103
31	276	100
37	275	100
44	280	102
44	244	89
49	241	88
56	244	89
62	246	90
68	247	90
74	249	90
81	251	91
84	241	88
104	244	89
135	284	103
78	98	36
72	78	29
71	74	27
69	68	25
67	64	23
67	61	22
67	58	21
65	55	20
64	51	19
63	48	17
62	45	16
61	43	16
55	36	13
58	32	12
57	29	11
56	28	10
56	26	9
55	24	9
55	23	8
-79	17	5
-75	17	5
-73	19	6
-72	20	6
-71	21	7
-71	24	7
-189	78	24
-184	81	25
-183	85	26
-183	90	27
-184	95	29
-182	98	30
-182	103	32
-179	106	33
-229	142	43
-239	155	48
-239	163	50
-241	171	52
-265	196	60
-263	204	62
-232	188	57
-235	199	61
-234	206	63
-186	171	52
-231	241	74
-313	339	104
-296	335	102
-286	339	104
-271	335	102
-259	335	102
-248	334	102
-154	220	67
-146	218	67
-140	220	67
-137	225	69
-137	236	72
-136	247	75
-135	258	79
-135	272	83
-134	284	87
-122	275	84
-115	276	84
-107	272	83
-95	277	85
-87	274	84
-76	281	86
-75	303	93
-74	328	100
-67	333	102
-60	334	102
-44	284	87
-39	293	90
-37	329	101
-29	331	101
-22	328	100
-11	260	80
-5	255	78
6	264	81
12	265	81
19	280	86
57	322	98
51	118	36
49	96	29
49	90	28
49	85	26
49	80	25
48	76	23
49	74	23
49	70	21
49	66	20
48	63	19
48	60	18
48	57	17
48	54	17
47	42	13
47	41	12
47	39	12
46	37	11
46	35	11
46	33	10
46	32	10
46	30	9
46	29	9
46	27	8
46	26	8
45	25	8
45	23	7
45	22	7
45	21	6
45	20	6
45	19	6
-79	16	5
-73	17	5
-72	18	6
-71	20	6
-71	21	6
-71	24	7
-189	78	24
-185	80	25
-183	85	26
-184	89	27
-183	93	29
-182	98	30
-182	103	31
-178	105	32
-229	141	43
-240	155	47
-239	161	49
-239	169	52
-264	194	59
-264	203	62
-236	198	61
-235	206	63
-186	171	52
-231	240	73
-314	339	104
-301	339	104
-288	338	103
-278	342	105
-260	334	102
-252	339	104
-156	221	68
-146	216	66
-141	219	67
-138	225	69
-137	235	72
-135	243	74
-136	258	79
-134	268	82
-134	283	87
-124	277	85
-116	275	84
-108	272	83
-96	277	85
-87	273	83
-76	277	85
-75	299	91
-76	335	102
-69	335	102
-60	334	102
-45	284	87
-39	287	88
-37	323	99
-30	331	101
